id,category_id,title,author,description,release_year
2429.0,Law,Crime And Punishment In American History,Lawrence Friedman,"A history of the criminal justice system from colonial times to the present argues that the evolution of the criminal justice system has reflected transformations in American culture, economics, politics, and social structure",1994.0
2430.0,Psychology,Drama Of The Gifted,Alice Miller,Examines the cyclical patterns of parental exploitation and the resulting loss of self-esteem in their children.,1990.0
2431.0,Literary Collections,After Theory,Terry Eagleton,"As heralded everywhere from NPR to the pages of the New York Times Magazine, a new era is underway in our colleges and universities: after a lengthy tenure, the dominance of postmodern theory has come to an end. In this timely and topical book, the legendary Terry Eagleton (""one of [our] best-known public intellectuals.""-Boston Globe) traces the rise and fall of these ideas from the 1960s through the 1990s, candidly assessing the resultant gains and losses. What's needed now, After Theory argues, is a return to the big questions and grand narratives. Today's global politics demand we pay attention to a range of topics that have gone ignored by the academy and public alike, from fundamentalism to objectivity, religion to ethics. Fresh, provocative, and consistently engaging, Eagleton's latest salvo will challenge everyone looking to better grasp the state of the world.",2004.0
2432.0,Science,The Pleasure of Finding Things Out,Richard Phillips Feynman,A collection of short works by the noted scientist includes his report on the space shuttle Challenger disaster and his Nobel Prize acceptance speech.,1999.0
2433.0,History,The Classical World,Robin Lane Fox,"Armies and empires, statesmen and tyrants--the acclaimed historian Robin Lane Fox vividly recounts the history of two great civilizations and one thousand years that forged the Western world",2005.0
2434.0,Health & Fitness,Why is sex fun?,Jared M. Diamond,Why are humans one of the few species to have sex in private? Why are human females the only mammals to go through menopause? Why is the human penis so unnecessarily large? There is no more knowledgeable authority than the award-winning author of THE THIRD CHIMPANZEE to answer these intriguing questions. Here is a delightfully entertaining and enlightening look at the unique sex lives of humans.,1997.0
2435.0,Law,Knowledge And Decisions,Thomas Sowell,"With a new preface by the author, this reissue of Thomas Sowell's classic study of decision making updates his seminal work in the context of The Vision of the Annointed, Sowell, one of America's most celebrated public intellectuals, describes in concrete detail how knowledge is shared and disseminated throughout modern society. He warns that society suffers from an ever-widening gap between firsthand knowledge and decision making—a gap that threatens not only our economic and political efficiency, but our very freedom because actual knowledge gets replaced by assumptions based on an abstract and elitist social vision f what ought to be.Knowledge and Decisions, a winner of the 1980 Law and Economics Center Prize, was heralded as a ”landmark work” and selected for this prize ”because of its cogent contribution to our understanding of the differences between the market process and the process of government.” In announcing the award, the center acclaimed Sowell, whose ”contribution to our understanding of the process of regulation alone would make the book important, but in reemphasizing the diversity and efficiency that the market makes possible, [his] work goes deeper and becomes even more significant.”",1996.0
2436.0,Philosophy,Philosophy In The Flesh,George Lakoff,"What are human beings like? How is knowledge possible? What is truth? Where do moral values come from? Questions like these have stood at the center of Western philosophy for centuries. In addressing them, philosophers have made certain fundamental assumptions-that we can know our own minds by introspection, that most of our thinking about the world is literal, and that reason is disembodied and universal-that are now called into question by well-established results of cognitive science. It has been shown empirically that:Most thought is unconscious. We have no direct conscious access to the mechanisms of thought and language. Our ideas go by too quickly and at too deep a level for us to observe them in any simple way.Abstract concepts are mostly metaphorical. Much of the subject matter of philosopy, such as the nature of time, morality, causation, the mind, and the self, relies heavily on basic metaphors derived from bodily experience. What is literal in our reasoning about such concepts is minimal and conceptually impoverished. All the richness comes from metaphor. For instance, we have two mutually incompatible metaphors for time, both of which represent it as movement through space: in one it is a flow past us and in the other a spatial dimension we move along.Mind is embodied. Thought requires a body-not in the trivial sense that you need a physical brain to think with, but in the profound sense that the very structure of our thoughts comes from the nature of the body. Nearly all of our unconscious metaphors are based on common bodily experiences.Most of the central themes of the Western philosophical tradition are called into question by these findings. The Cartesian person, with a mind wholly separate from the body, does not exist. The Kantian person, capable of moral action according to the dictates of a universal reason, does not exist. The phenomenological person, capable of knowing his or her mind entirely through introspection alone, does not exist. The utilitarian person, the Chomskian person, the poststructuralist person, the computational person, and the person defined by analytic philosopy all do not exist.Then what does?Lakoff and Johnson show that a philosopy responsible to the science of mind offers radically new and detailed understandings of what a person is. After first describing the philosophical stance that must follow from taking cognitive science seriously, they re-examine the basic concepts of the mind, time, causation, morality, and the self: then they rethink a host of philosophical traditions, from the classical Greeks through Kantian morality through modern analytic philosopy. They reveal the metaphorical structure underlying each mode of thought and show how the metaphysics of each theory flows from its metaphors. Finally, they take on two major issues of twentieth-century philosopy: how we conceive rationality, and how we conceive language.",1999.0
2437.0,Philosophy,The Republic of Plato,Allan Bloom,"Long regarded as the most accurate rendering of Plato's Republic that has yet been published, this widely acclaimed work is the first strictly literal translation of a timeless classic. This second edition includes a new introduction by Professor Bloom, whose careful translation and interpretation of The Republic was first published in 1968. In addition to the corrected text itself there is also a rich and valuable essay—as well as indexes—which will better enable the reader to approach the heart of Plato's intention.",1991.0
2438.0,Science,River Out of Eden,Richard Dawkins,"How did the replication bomb we call ”life” begin and where in the world, or rather, in the universe, is it heading? Writing with characteristic wit and an ability to clarify complex phenomena (the New York Times described his style as ”the sort of science writing that makes the reader feel like a genius”), Richard Dawkins confronts this ancient mystery.",1996.0
2439.0,Political Science,Shattered Bonds,Dorothy E. Roberts,"Identifies a disproportionate representation of African-American children in the U.S. foster care system, noting racial disparities and political policies that negatively impact black communities, contribute to child poverty rates, and adversely separate families. Reprint. 15,000 first printing.",2002.0
2440.0,History,A Conflict Of Visions,Thomas Sowell,"Controversies in politics arise from many sources, but the conflicts that endure for generations or centuries show a remarkably consistent pattern. In this classic work, Thomas Sowell analyzes this pattern. He describes the two competing visions that shape our debates about the nature of reason, justice, equality, and power: the ""constrained"" vision, which sees human nature as unchanging and selfish, and the ""unconstrained"" vision, in which human nature is malleable and perfectible. A Conflict of Visions offers a convincing case that ethical and policy disputes circle around the disparity between both outlooks.",2002.0
2441.0,Business & Economics,Applied Economics,Thomas Sowell,"A companion volume to Basic Economics discusses the application of economics to such world problems as medical care, discrimination, and the development of nations, examining economic policies in terms of their immediate and longer-term repercussions.",2004.0
2442.0,Science,Stephen Hawking's Universe,David Filkin,"Stephen Hawking's A Brief History of Time has sold over 9 million copies worldwide. Now, in everyday language, Stephen Hawking's Universe reveals step-by-step how we can all share his understanding of the cosmos, and our own place within it. Stargazing has never been the same since cosmologists discovered that galaxies are moving away from each other at an extraordinary speed. It was this understanding of the movement of galaxies that allowed scientists to develop a theory of how the universe was created—the Big Bang theory. Working with this theory, Stephen Hawking and other physicists felt challenged to come up with a scientific picture that would tackle the fundamental question: what is the nature of the universe? Stephen Hawking's Universe charts this work and provides simple explanations for phenomena that arouse our curiosity. This work is a voyage of discovery with an astonishing set of conclusions that will enable us to understand how matter can be produced from nothing at all and will provide us with an explanation for the basis of our existence and that of everything around us.",1998.0
2443.0,Science,Not Even Wrong,Peter Woit,Has physics gone off in the wrong direction? Peter Woit presents the other side of the growing debate on string theory--arguing that it's not even science,2006.0
2444.0,Biography & Autobiography,Jane Austen For Dummies,Joan Elizabeth Klingel Ray,"Explains Austen's methods, motivations, and morals The fun and easy way(r) to understand and enjoy Jane Austen Want to know more about Jane Austen? This friendly guide gives the scoop on her life, works, and lasting impact on our culture. It chronicles the events of her brief life, examines each of her novels, and looks at why her stories - of women and marriage, class and money, scandal and hypocrisy, emotion and satire - still have meaning for us today. Discover * Why Austen is so popular * The impact on manners, courtships, and dating * Love and life in Austen's world * Her life and key influences * Her most memorable characters",2006.0
2445.0,Business & Economics,Personal Finance For Dummies,Eric Tyson,"Too many personal finance consultants offer financial advice that ignores the big picture and instead focuses on investing. You need much more than that to plan your future. You need a broader understanding of personal finance that includes all areas of your financial life in order to become financially sound. Personal Finance for Dummies, 5th Edition is full of detailed, action-oriented financial advice that will show you how to lower expenses and tame debts as well as invest wisely to achieve your financial goals! Now in its 5th edition, this up-to-date guide covers all the latest trends to ensure your financial stability. Just some of the updates and revisions include: Reviews of the new and revised tax laws and how to take advantage of them The latest scoop on Medicare and Social Security and what it means for you Updated investment advice on mutual funds and other managed investments Enhanced smart spending tips Coverage of new bankruptcy laws and how to eliminate consumer debt Smart ways to use credit and improve credit scores Expanded coverage on educational savings options This hands-on, straightforward guide features ways to survive life changes such as starting your first job, getting married, having children, and retiring, as well as helpful tactics for preventing identity theft and fraud. With Personal Finance for Dummies, 5th Edition, you’ll be able to achieve financial strength and start concentrating on the more important things in life!",2006.0
2446.0,Business & Economics,eBay For Dummies,Marsha Collier,"Thinking about buying or selling items on eBay? Whether you want to use eBay to make smart bids and win auctions or turn household clutter into cash, eBay for Dummies, Fifth Edition is your passport to the most successful trading community on the planet. Beginning with an overview of what eBay is and how to become a registered user, eBay for Dummies helps you discover how you can: Search for items to buy and list items to sell on eBay Place a bid—and determine how much you should spend Use pictures and basic HTML to make your eBay listings more appealing Communicate well and close deals without a problem Identify auction terms (reserve price, starting bid, Buy It Now, etc.) Organize your transactions and interactions using the My eBay page Resolve buying and selling issues with eBay’s Trust & Safety program And much more! Registering at eBay makes you part of a really unique community of people who like to collect, buy, and sell items of just about every kind! So if you’re ready to join the millions of people who use their home computers to make great deals, buy cool stuff, and turn a profit, eBay for Dummies does all the legwork so you can sit back and let the bidding begin!",2006.0
2447.0,Games & Activities,Texas Hold'em For Dummies,Mark Harlan,"Turn on the TV, drop by a newsstand, or just browse the checkout your local supermarket and you'll see firsthand that Texas Hold 'Em is the poker game everyone's playing. It's a game that's deceptively simple, yet within its easy framework you’ll find truth and trickery, boredom and fear, skill and misfortune—in other words, all the things that make life fun and worth living! Texas Hold'em For Dummies introduces you to the fundamental concepts and strategies of this wildly popular game. It covers the rules for playing and betting, odds, etiquette, Hold'em lingo, and offers sound advice to avoid mistakes. This handy reference guide gives new and even seasoned players winning strategies and tactics not just for playing the game, but for winning. You'll learn: Rules and strategies for limit, no-limit, tournament, and online play How to ""play"" the other players The importance of your bankroll—recommended sizes and more Hands you should and should not play How to camouflage your play and dodge traps When, who, and how to bluff How to maximize your win with check-raising and trapping The different approaches for playing in private games, casinos, card rooms, tournaments, and on the Internet How to use mathematics to your advantage Texas Hold 'Em is a game of both skill and chance. But it's a game that can be beaten, and whether you want to make money, sharpen your game, or just have a good time, Texas Hold 'Em for Dummies will give you the winning edge.",2006.0
2448.0,Biography & Autobiography,The Man Who Changed Everything,Basil Mahon,"This is the first biography in twenty years of James Clerk Maxwell, one of the greatest scientists of our time and yet a man relatively unknown to the wider public. Approaching science with a freshness unbound by convention or previous expectations, he produced some of the most original scientific thinking of the nineteenth century — and his discoveries went on to shape the twentieth century.",2004.0
2449.0,Business & Economics,Extraordinary Popular Delusions and the Madness of Crowds and ConfusiÃ3n de Confusiones,Charles Mackay,"A study of crowd behavior includes two landmark books of the past, Extraordinary Popular Delusions and the Madness of Crowds and Confusions de Confusions, that show how markets are shaped by the fluctuations of mob psychology. Reprint.",1996.0
2450.0,Science,Astronomy,Dinah L. Moché,"""A lively, up-to-date account of the basic principles of astronomy and exciting current field of research.""-Science Digest For a quarter of a century, Astronomy: A Self-Teaching Guide has been making students and amateur stargazers alike feel at home among the stars. From stars, planets and galaxies, to black holes, the Big Bang and life in space, this title has been making it easy for beginners to quickly grasp the basic concepts of astronomy for over 25 years. Updated with the latest discoveries in astronomy and astrophysics, this newest edition of Dinah Moch?'s classic guide now includes many Web site addresses for spectacular images and news. And like all previous editions, it is packed with valuable tables, charts, star and moon maps and features simple activities that reinforce readers' grasp of basic concepts at their own pace, as well as objectives, reviews, and self-tests to monitor their progress. Dinah L. Moch?, PhD (Rye, NY), is an award-winning author, educator, and lecturer. Her books have sold over nine million copies in seven languages.",2004.0
2451.0,Architecture,Color Drawing,Michael E. Doyle,"Stunningly updated, totally redesigned, practical, and ready to use This new edition of Michael Doyle's classic Color Drawing is the ultimate up-to-date resource for professionals and students who need to develop and communicate design ideas with clear, attractive, impressive color drawings. In an easy to use, step-by-step approach, this comprehensive guide presents a total system of color design drawing that encompasses approaches to sketch communication as well as more finished presentation drawing. Totally redesigned to provide quick, easy access to key information, this Second Edition covers the basics of color phenomena, media, techniques, and approaches to illustrating materials necessary to communicate design ideas. With nearly 400 new color illustrations, it contains a new section on color and design principles for creating more sophisticated presentation drawings and offers innovative ideas for the reproduction and distribution of finished drawings. Color Drawing features: * A complete body of illustrated instruction that demonstrates the development of design ideas from initial concept through presentation drawing * Finely honed explanations of each technique and process * Faster and easier ways to create design drawings * Methods for combining hand-drawn and computer-generated drawing techniques This remarkably versatile volume is both an illuminating textbook and a completely reliable self-teaching tool, as well as a handy quick reference. It is an excellent guide for students at any level and an unparalleled resource for design professionals.",1999.0
2452.0,Science,Bad Astronomy,Philip C. Plait,"Advance praise for Philip Plait s Bad Astronomy ""Bad Astronomy is just plain good! Philip Plait clears up every misconception on astronomy and space you never knew you suffered from."" --Stephen Maran, Author of Astronomy for Dummies and editor of The Astronomy and Astrophysics Encyclopedia ""Thank the cosmos for the bundle of star stuff named Philip Plait, who is the world s leading consumer advocate for quality science in space and on Earth. This important contribution to science will rest firmly on my reference library shelf, ready for easy access the next time an astrologer calls."" --Dr. Michael Shermer, Publisher of Skeptic magazine, monthly columnist for Scientific American, and author of The Borderlands of Science ""Philip Plait has given us a readable, erudite, informative, useful, and entertaining book. Bad Astronomy is Good Science. Very good science..."" --James ""The Amazing"" Randi, President, James Randi Educational Foundation, and author of An Encyclopedia of Claims, Frauds, and Hoaxes of the Occult and Supernatural ""Bad Astronomy is a fun read. Plait is wonderfully witty and educational as he debunks the myths, legends, and 'conspiracies that abound in our society. 'The Truth Is Out There' and it's in this book. I loved it!"" --Mike Mullane, Space Shuttle astronaut and author of Do Your Ears Pop in Space?",2002.0
2453.0,Business & Economics,The Warren Buffett CEO,Robert P. Miles,The first book to fully explore the Warren Buffet investment philosophy introduces readers to the strategies and fundamentals adopted by this successful management team.,2003.0
2454.0,Law,The Science of Sherlock Holmes,E. J. Wagner,"Praise for The Science of Sherlock Holmes ""Holmes is, first, a great detective, but he has also proven to be a great scientist, whether dabbling with poisons, tobacco ash, or tire marks. Wagner explores this fascinating aspect of his career by showing how his investigations were grounded in the cutting-edge science of his day, especially the emerging field of forensics.... Utterly compelling."" —Otto Penzler, member of the Baker Street Irregulars and proprietor of The Mysterious Bookshop ""E. J. Wagner demonstrates that without the work of Sherlock Holmes and his contemporaries, the CSI teams would be twiddling their collective thumbs. Her accounts of Victorian crimes make Watson's tales pale! Highly recommended for students of the Master Detective."" —Leslie S. Klinger, Editor, The New Annotated Sherlock Holmes ""In this thrilling book, E. J. Wagner has combined her considerable strengths in three disciplines to produce a work as compelling and blood-curdling as the best commercial fiction. This is CSI in foggy old London Town. Chilling, grim fun."" —John Westermann, author of Exit Wounds and Sweet Deal ""I am recommending this delightful work to all of my fellow forensic scientists.... Bravo, Ms. Wagner!"" —John Houde, author of Crime Lab: A Guide for Nonscientists ""A fabulously interesting read. The book traces the birth of the forensic sciences to the ingenuity of Sherlock Holmes. A wonderful blend of history, mystery, and whodunit."" —Andre Moenssens, Douglas Stripp Professor of Law Emeritus, University of Missouri at Kansas City, and coauthor of Scientific Evidence in Civil and Criminal Cases",2006.0
2455.0,History,All the Shah's Men,Stephen Kinzer,"This is the first full-length account of the CIA's coup d'etat in Iran in 1953—a covert operation whose consequences are still with us today. Written by a noted New York Times journalist, this book is based on documents about the coup (including some lengthy internal CIA reports) that have now been declassified. Stephen Kinzer's compelling narrative is at once a vital piece of history, a cautionary tale, and a real-life espionage thriller.",2004.0
2456.0,Computers,Information Technology for Management,Efraim Turban,"IT's Going Global... From Shanghai to San Francisco, IT is playing an increasingly vital role in helping organizations gain the competitive advantage around the globe. That's why the Fifth Edition of ""Information Technology for Management"" offers a global perspective on how IT is transforming business. In this comprehensive, up-to-date Fifth Edition, Efraim Turban, Ephraim McLean, James Wetherbe, and new coauthor Dorothy Leidner present late-breaking developments in the field, as well as a new chapter on Global Interorganizational Systems. IT's About Transformation: The text focuses on how organizations operate and compete in the digital economy, and how IT can assist this transformation. The new edition also features increased strategy coverage. IT's Current: The Fifth Edition introduces new research, current examples and case studies, and updated reference materials. IT's Managerial: The text's strong managerial orientation makes IT relevant and interesting to business students. Technological topics are conveniently covered in six technology guides at the end of the text. IT's Wireless: A special chapter covers innovations and opportunities in mobile computing and the wireless revolution. IT's Hands-on: Students solve realistic IT problems when they are ""hired"" as interns at The Wireless Cafe, a simulated high-tech restaurant in Shanghai.",2006.0
2457.0,Social Science,Limbo,Alfred Lubrano,"In Limbo, award-winning journalist Alfred Lubrano identifies and describes an overlooked cultural phenomenon: the internal conflict within individuals raised in blue-collar homes, now living white-collar lives. These people often find that the values of the working class are not sufficient guidance to navigate the white-collar world, where unspoken rules reflect primarily upper-class values. Torn between the world they were raised in and the life they aspire too, they hover between worlds, not quite accepted in either. Himself the son of a Brooklyn bricklayer, Lubrano informs his account with personal experience and interviews with other professionals living in limbo. For millions of Americans, these stories will serve as familiar reminders of the struggles of achieving the American Dream.",2005.0
2458.0,Biography & Autobiography,The Warren Buffett Way,Robert G. Hagstrom,"A decade has passed since the book that introduced Warren Buffett to the world - The Warren Buffett Way by Robert Hagstrom - first appeared. Since then, Buffett has solidified his reputation as the greatest investor of all time - quietly amassing a multibillion-dollar fortune, despite the wild fluctuation of the markets. Although Buffett has claimed time and again that what he does is not beyond anybody else's competence, some people still do not understand how this value investing legend can consistently perform so well. That's where Robert Hagstrom and the Second Edition of The Warren Buffett Way come in. This completely revised and updated look at the Oracle of Omaha encompasses Buffett's numerous investments and accomplishments over the past ten years, as well as the timeless and highly successful investment strategies and techniques he has always used to come out a market winner.",2010.0
2459.0,Family & Relationships,Baby Signing For Dummies,Jennifer Watson,"Packed with more than 100 clearly illustrated signs, along with baby-specific signing techniques, and stories and games to make learning fun, this easy-to-use guide helps to strengthen the parent-child bond, includes tips on incorporating baby signs into the daycare setting, and even helps babies develop an IQ advantage over infants who do not sign.",2006.0
2460.0,Business & Economics,Power of An Hour,Dave Lakhani,"Praise for The Power of an Hour ""The master at getting what you want from others now tells us how to get what we want from ourselves! This is really a great book, and I recommend it highly-for you, for your team, and for your children."" -Bob Burg, author, Endless Referrals ""If you want to make predictable, systematic change in your life or your business, buy this book. Each chapter is a stand-alone system that results in powerful change . . . fast."" -David Hancock, The Entrepreneurial Publisher, CEO, Morgan James Publishing ""Dave's methods helped me take my business from $0 to $10 million in sales.If you're a creative business owner who wants total focus and massive success, run, don't walk, and get this book!"" -Stephanie Frank, author, The Accidental Millionaire ""The Power of an Hour is a mighty powerful way to sort out your financesby first sorting out yourself!"" -Mark Joyner, #1 bestselling author, The Irresistible Offer ""The disease of the twenty-first century, no matter who you are or what you do,is Time Deficit Disorder. Dave Lakhani offers a brilliant solution in this book.Get it and take the cure-you'll be surprised how much better you feel!"" -David Garfinkel, author, Customers on Demand",2006.0
2461.0,Social Science,Simulacra and Simulation,Jean Baudrillard,The first full-length translation in English of an essential work of postmodernist thought,1994.0
2462.0,History,Their Sisters' Keepers,Estelle B. Freedman,This study of prison reform adds a new chapter to the history of women's struggle for justice in America,1984.0
2463.0,Philosophy,The Will to Believe,William James,"Intellect, will, belief, chance, and free will are among the topics touched upon in two works by the American psychologist",1956.0
2464.0,Science,Fads and Fallacies in the Name of Science,Martin Gardner,"Reviews fads, hoaxes, and cults propagated under the guise of being scientifically founded and proven",1957.0
2465.0,Literary Collections,Best Science Fiction Stories of H. G. Wells,Herbert George Wells,"Eighteen supernatural tales deal with such phenomena as an invisible man, a crystal egg from Mars, a blood-sucking orchid",1966.0
2466.0,Philosophy,The World as Will and Representation,Arthur Schopenhauer,The German philosopher explains his thoughts about intellectual perception and abstract representation and critically analyzes Kant's ideas and teachings. Bibliogs,1958.0
2467.0,Performing Arts,Technical Manual and Dictionary of Classical Ballet,Gail Grant,"Gail Grant's ""Technical Manual"" has long been one of the most popular and effective ballet reference guides. Completely revised and updated, this third edition is virtually a new work and should be owned by every student, teacher, choreographer, and ballet enthusiast - even those who purchased the second edition. Extensive revision, explansion and the inclusion of more than 300 new terms have added immeasurably the value of this concise, definitive manual.",1982.0
2468.0,Social Science,Lost Continents,Lyon Sprague De Camp,"Examines the mythologies, mystic cults, literary works and dissentations which have been presented with the theme of lost continents from Plato's dialogues.",1970.0
2469.0,Design,1001 Illuminated Initial Letters,Owen Jones,"The illuminated letters in this volume by the great Victorian designer Owen Jones, many taken from an illustrated edition of ""The Psalms of David, "" represent popular alphabet motifs that have been copied by artists and designers for more than a century throughout Europe and North America. Each page of this versatile archive contains approximately 40 magnificently embellished individual letters of the alphabet. (There's also an additional page of equally attractive Arabic and Roman numerals.) Foliated and filigreed designs--ranging from small to large, simple to spectacular--display the meticulous craftsmanship and attention to detail that have become synonymous with Victorian design. Commercial artists, graphic designers, and craftspeople will find this elegant and versatile treasury of copyright-free decorative letters an excellent and indispensable sourcebook for graphic projects calling for old-fashioned Victorian charm.Republication of the edition published by Day & Son, London, and Ludwig Denicke, Leipzig, 1864.",1988.0
2470.0,Nature,Galapagos,William Beebe,"More than 100 splendid illustrations enhance this fascinating firsthand account of a 1923 expedition to survey the wildlife of the Galápagos Islands. Beebe, a renowned biologist and explorer, combines literary skill with careful research to produce an exceptionally readable book. ""High romance, exact science, fascinating history, wild adventure."" — Nation.",1988.0
2471.0,Fiction,Bartleby and Benito Cereno,Herman Melville,"Two classics in one volume: ""Bartleby,"" a disturbing moral allegory set in 19th-century New York, and ""Benito Cereno,"" a gripping sea adventure that probes the nature of man's depravity.",1990.0
2472.0,Fiction,Candide,Voltaire,"Tells the story of Candide, a naive youth, who is conscripted, shipwrecked, robbed, and tortured by the Inquisition without losing his will to live",1991.0
2473.0,Fiction,"Young Goodman Brown, and Other Short Stories",Nathaniel Hawthorne,"Choice collection of short fiction by one of the masters of the genre. In addition to the title story, this volume includes ""The Birthmark,"" ""Rappaccini’s Daughter,"" ""Roger Malvin’s Burial,"" ""The Artist of the Beautiful,"" ""Dr. Heidegger’s Experiment"" and ""My Kinsman, Major Molineux."" Tales deal with scientific experiment, witchcraft, revenge, more.",1992.0
2474.0,Fiction,The Gift of the Magi and Other Short Stories,O. Henry,"Presents sixteen short fiction stories by nineteenth-century American author O. Henry, including the title work about the Christmas sacrifices of a young married couple.",1992.0
2475.0,Poetry,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,"Great title poem plus ""Kubla Khan,"" ""Christabel,"" 20 other sonnets, lyrics, odes: ""Sonnet: To a Friend who asked how I felt when the Nurse first presented my Infant to me,"" ""Frost at Midnight,"" ""The Nightingale,"" ""The Pains of Sleep,"" ""To William Wordsworth,"" ""Youth and Age,"" many more. Alphabetical lists of titles and first lines.",1992.0
2476.0,Design,A Diderot Pictorial Encyclopedia of Trades and Industry,Denis Diderot,"First paperbound edition of 485 remarkable plates (over 2,000 illustrations) that accompanied landmark work of the Enlightenment. Sharply detailed royalty-free images depict agriculture, military science, metalwork, mining, textile manufacture, masonry, carpentry, much more. Invaluable resource for art and craft use. Introduction and detailed captions by Charles C. Gillispie. Bibliography.",1993.0
2477.0,Poetry,"The Road Not Taken, and Other Poems",Robert Frost,"""Two roads diverged in a wood, and I I took the one less traveled by, And that has made all the difference. ""These deceptively simple lines from the title poem of this collection suggest Robert Frost at his most representative: the language is simple, clear and colloquial, yet dense with meaning and wider significance. Drawing upon everyday incidents, common situations and rural imagery, Frost fashioned poetry of great lyrical beauty and potent symbolism. Now a selection of the best of his early works is available in this volume, originally published in 1916 under the title Mountain Interval. Included are many moving and expressive poems: ""An Old Man's Winter Night,"" ""In the Home Stretch,"" ""Meeting and Passing,"" ""Putting In the Seed,"" ""A Time to Talk,"" ""The Hill Wife,"" ""The Exposed Nest,"" ""The Sound of Trees"" and more. All are reprinted here complete and unabridged. Includes a selection from the Common Core State Standards Initiative: ""The Road Not Taken.""",1993.0
2478.0,Juvenile Nonfiction,The Secret Garden Coloring Book,Frances Hodgson Burnett,Ten-year-old Mary comes to live in a lonely house on the Yorkshire moors and discovers an invalid cousin and the mysteries of a locked garden.,2014.0
2479.0,Art,The Marriage of Heaven and Hell,William Blake,This vivid facsimile of Blake's romantic and revolutionary publication offers a concise expression of his essential wisdom and philosophy. His distinctive hand-lettered text is accompanied by 27 color plates of his stirring illustrations.,1994.0
2480.0,Philosophy,The Birth of Tragedy,Friedrich Wilhelm Nietzsche,"Explores the origins of Greek tragedy and the elements through which it achieved greatness, which include the opposing characteristics of Dionysian irrationality and Apollonian restraint.",1995.0
2481.0,Juvenile Fiction,Children's Christmas Stories and Poems,Candace Ward,"A shortened version of Dicken's ""A Christmas Carol"" is accompanied by Christmas stories, poems, and songs",2011.0
2482.0,Literary Collections,A Modest Proposal and Other Satirical Works,Jonathan Swift,"Treasury of five shorter works by the author of Gulliver's Travels offers ample evidence of the great satirist's inspired lampoonery. Title piece plus The Battle of the Books, A Meditation Upon a Broom-Stick, A Discourse Concerning the Mechanical Operation of the Spirit and The Abolishing of Christianity in England.",1996.0
2483.0,Fiction,Great Short Stories by American Women,Candace Ward,Contains thirteen short stories by American women writing in the nineteenth and early twentieth centuries.,1996.0
2484.0,Literary Criticism,The Wit and Wisdom of Mark Twain,Mark Twain,"An anthology of wit and wisdom by Mark Twain collects quotations on a wide range of subjects, including life, love, history, culture, travel, and politics.",1998.0
2485.0,Humor,An Ideal Husband,Oscar Wilde,"Although Oscar Wilde (1854–1900) created a wide range of poetry, essays, and fairy tales (and one novel) in his brief, tragic life, he is perhaps best known as a dramatist. His witty, clever drama, populated by brilliant talkers skilled in the art of riposte and paradox, are still staples of the theatrical repertoire. An Ideal Husband revolves around a blackmail scheme that forces a married couple to reexamine their moral standards — providing, along the way, a wry commentary on the rarity of politicians who can claim to be ethically pure. A supporting cast of young lovers, society matrons, an overbearing father, and a formidable femme fatale continually exchange sparkling repartee, keeping the play moving at a lively pace. ike most of Wilde's plays, this scintillating drawing-room comedy is wise, well-constructed, and deeply satisfying. An instant success at its 1895 debut, the play continues to delight audiences over one hundred years later. An Ideal Husband is a must-read for Wilde fans, students of English literature, and anyone delighted by wit, urbanity, and timeless sophistication.",2001.0
2486.0,Fiction,The Canterville Ghost and Other Stories,Oscar Wilde,Presents eleven of the English writer's works including the title story featuring a three hundred-year-old ghost who fails to intimidate the newest occupants of his manor house.,2001.0
2487.0,Fiction,The House of Mirth,Edith Wharton,"A satire of New York society at the turn of the century follows Lily Bart, who is torn between the pressure to marry a wealthy husband and the desire to be true to herself.",2002.0
2488.0,Fiction,Oliver Twist,Charles Dickens,Portrays the adventures of poor orphan Oliver Twist in the criminal underworld of mid-nineteenth-century London.,2002.0
2489.0,Fiction,Howards End,E. M. Forster,A strong-willed and intelligent woman refuses to allow the pretensions of her husband's smug English family to ruin her life.,2002.0
2490.0,Fiction,Women in Love,D. H. Lawrence,"Lawrence explores the complex relationship between two couples in a novel set in a small, Midland colliery town.",2003.0
2491.0,Drama,The Trojan Women and Hippolytus,Euripides,"Two literary classics of human self-understanding: The Trojan Women, one of the most powerful indictments of war ever written, and Hippolytus, a gripping depiction of the struggle to master human passion.",2002.0
2492.0,Fiction,The Pilgrim's Progress,John Bunyan,"One of the most powerful dramas of Christian faith ever written, this captivating allegory of man's religious journey in search of salvation follows the pilgrim as he travels an obstacle-filled road to the Celestial City. Along the way, he is confronted by monsters and spiritual terrors, among them Worldly Wiseman, Giant Despair, and the demons of the Valley of the Shadow of Death. An enormously influential 17th-century classic, universally known for its simplicity, vigor, and beauty of language.",2003.0
2493.0,Fiction,Great Russian Short Stories,Paul Negri,"A collection of twelve Russian short stories including ""The Queen of Spades,"" ""The Overcoat,"" ""White Nights,"" ""The Signal,"" and ""The Lady with the Toy Dog.""",2003.0
2494.0,Fiction,Babbitt,Sinclair Lewis,"Describes the life of an aggressive, prosperous realtor, reflecting an image of middle-class America.",2003.0
